C Mapping (NEW 2023),Categories (within the HOMER Curriculum),Majors,Minors,Topics,Skills (Scope and Sequence),US Start Age,US End Age,Temp Skill Code,Number,Standards (if relevant),"Tangible Candidate (i.e., skill well supported through physical products and/or learning with manipulatives)",Currently covered via tangible,Non-HOMER products/experiences,China start,China end,Partner products,Total Manuscripts,,FINAL SkillCode,,,,,,,,
Core,Knowledge,Math,Numbers and Operations,Place value,Understand that the same written number represents a different amount based on where it sits within a number,66,96,KMNum97,97,,,,,,,,,,KNO-Mat-num-97,,,,,,,,
Core,Knowledge,Math,Numbers and Operations,Place value,Understand that numbers can be grouped by 10s and 1s ,66,96,KMNum98,98,,,,,,,,,,KNO-Mat-num-98,,,,,,,,
Core,Knowledge,Math,Numbers and Operations,Place value,Understand that 11-19 are comprised of ten and 1-9 ones ,66,72,KMNum99,99,,,,,,,,,,KNO-Mat-num-99,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,deductive reasoning,"Informally uses deductive reasoning to solve everyday problems (e.g., figures out which child is missing by looking at children who are present).",36,72,KMPat1,1,,,,,,,,,,KNO-Mat-pat-1,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Number patterns,Informal understanding of commutative property,54,72,KMPat2,2,,,,,,,,,,KNO-Mat-pat-2,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Number patterns,Understands identity property (n + 0 = n) ,60,96,KMPat3,3,,,,,,,,,,KNO-Mat-pat-3,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,ordering,"Orders objects from smallest to largest (e.g., lines up from shortest to tallest, nests cups, etc.) and describes relations (e.g., big, bigger, biggest).",36,60,KMPat4,4,,x,,,,,,,,KNO-Mat-pat-4,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,reasoning,"Can demonstrate transitive reasoning (e.g., if Ada is older than Dylan and Dylan is older than Will, then Ada is also older than Will).",42,66,KMPat5,5,,,,,,,,,,KNO-Mat-pat-5,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,Recognizes patterns in environment,24,36,KMPat6,6,,x,,,,,,,,KNO-Mat-pat-6,,,,,,,,
Creativity,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,"Shows an interest in following a repeating pattern (stringing beads, building with blocks, etc.) ",24,42,KMPat7,7,,x,,,,,,,,KNO-Mat-pat-7,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,"Recognizes daily patterns (e.g., after breakfast we leave for school)",30,48,KMPat8,8,,,,,,,,,,KNO-Mat-pat-8,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,"Understands sequencing of events when clearly explained (e.g., “First we wet the toothbrush, then we add the toothpaste, and finally we brush our teeth.”).",30,66,KMPat9,9,,,,,,,,,,KNO-Mat-pat-9,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,Can recognize and extend a repeating AB pattern,36,72,KMPat10,10,,x,,,,,,,,KNO-Mat-pat-10,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,"Imitates pattern sounds and movements (stomps, claps)",36,72,KMPat11,11,,,,,,,,,,KNO-Mat-pat-11,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,Uses labels to describe or represent repeating patterns AB or ABC,54,72,KMPat12,12,,,,,,,,,,KNO-Mat-pat-12,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,Can recognize and extend growing patterns,60,96,KMPat13,13,,x,,,,,,,,KNO-Mat-pat-13,,,,,,,,
Core,Knowledge,Math,Patterns and algebra,Recognizing and extending patterns,Recognizes number sequence as patterns (+1 or +2),66,96,KMPat14,14,,x,,,,,,,,KNO-Mat-pat-14,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,sequencing,Can sequence events chronologically.,48,84,KMPat15,15,,x,,,,,,,,KNO-Mat-pat-15,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,sorting,"Classifies, labels, and sorts familiar objects by a familiar group (by color).",24,54,KMPat16,16,,x,,,,,,,,KNO-Mat-pat-16,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,sorting,"Can stick with one feature in sorting objects into a class (e.g., color, shape, size) rather than on arbitrary perspective (e.g., because I like it) .",42,78,KMPat17,17,,x,,,,,,,,KNO-Mat-pat-17,,,,,,,,
Critical Thinking,Knowledge,Math,Patterns and algebra,sorting,"Sorts and classifies on the basis of one or more characteristic (e.g., color, size, etc.), and can tell why items are grouped together.",54,90,KMPat18,18,,x,,,,,,,,KNO-Mat-pat-18,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Maps,Can use a model of a room to find location of something in the actual room,30,54,KMSpa1,1,,x,,,,,,,,KNO-Mat-spt-1,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Maps,Places objects in correct relative position to make a map of a familiar room,42,60,KMSpa2,2,,x,,,,,,,,KNO-Mat-spt-2,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Mental transformations,"Visualizes slides, flips, turns, and rotations",42,72,KMSpa3,3,,x,,,,,,,,KNO-Mat-spt-3,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Objects in space,Combine unit blocks by stacking,24,36,KMSpa4,4,,x,,,,,,,,KNO-Mat-spt-4,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Objects in space,"Move shapes using slides, flips, and turns",36,48,KMSpa5,5,,x,,,,,,,,KNO-Mat-spt-5,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,Spatial language,"Understands and uses words representing physical relations or positions such as over, under, above, on, beside, next to, in front, behind, in, inside, outside, between, up, down, top, bottom, front, back, near, far, left, and right.",18,42,KMSpa6,6,,x,,,,,,,,KNO-Mat-spt-6,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,Spatial language,"Use relational language involving frames of reference ""to the side of"" and ""above"" ",42,60,KMSpa7,7,,x,,,,,,,,KNO-Mat-spt-7,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,Spatial language,"Begin to use relational language ""right"" and ""left"" ",54,66,KMSpa8,8,,x,,,,,,,,KNO-Mat-spt-8,,,,,,,,
Critical Thinking,Knowledge,Math,Spatial Thinking,Spatial perspective-taking,Understand and can replicate the perspective of a different viewer,60,72,KMSpa9,9,,x,,,,,,,,KNO-Mat-spt-9,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,Symmetry,"Identify and create symmetric figures using motion (e.g., folding a paper in half) ",60,72,KMSpa10,10,,x,,,,,,,,KNO-Mat-spt-10,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,,Uses multiple spatial relations to build with blocks,36,60,KMSpa11,11,,x,,,,,,,,KNO-Mat-spt-11,,,,,,,,
Core,Knowledge,Math,Spatial Thinking,,Copy a design using a grid,42,60,KMSpa12,12,,x,,,,,,,,KNO-Mat-spt-12,,,,,,,,
Critical Thinking,Knowledge,Math,Statistics/probability,,Recognizes that some questions have to be answered by 'empirical data' ,36,96,KMSta1,1,,,,,,,,,,KNO-Mat-sta-1,,,,,,,,
Critical Thinking,Knowledge,Math,Statistics/probability,,Collects relevant data for addressing a question or making a decision of personal importance.,36,96,KMSta2,2,,,,,,,,,,KNO-Mat-sta-2,,,,,,,,
Critical Thinking,Knowledge,Math,Statistics/probability,,"Understands and uses probability vocabulary like certain, sure, not sure, probably, maybe, possibly",42,78,KMSta3,3,,,,,,,,,,KNO-Mat-sta-3,,,,,,,,
Critical Thinking,Knowledge,Math,Statistics/probability,,"Organizes and describes data needed to address a question or make a decision of personal importance, including the construction of real or picture graphs",48,96,KMSta4,4,,,,,,,,,,KNO-Mat-sta-4,,,,,,,,
Core,Knowledge,Math,Statistics/probability,,Uses a real or picture graph to answer a question or make a prediction,48,96,KMSta5,5,,,,,,,,,,KNO-Mat-sta-5,,,,,,,,
Critical Thinking,Knowledge,Math,Statistics/probability,,"Understands that some events are more likely to happen at certain times (e.g., snow in winter) ",48,96,KMSta6,6,,,,,,,,,,KNO-Mat-sta-6,,,,,,,,
Core,Knowledge,Math,Symbolism,Number Symbols,Draws objects or symbols to respond to a spoken number ,36,60,KMSym1,1,,,,,,,,,,KNO-Mat-sym-1,,,,,,,,
Core,Knowledge,Math,Symbolism,Number Symbols,Connects at least some numerals to both number words and the quantities they represent. ,42,60,KMSym2,2,,,,,,,,,,KNO-Mat-sym-2,,,,,,,,
Core,Knowledge,Math,Symbolism,Number Symbols,Uses symbols to represent the cardinal value of a collection up to nine,48,72,KMSym3,3,,,,,,,,,,KNO-Mat-sym-3,,,,,,,,
Core,Knowledge,Math,Symbolism,Number Symbols,Understands that numbers (discrete quantities) can be represented on a number line.,48,72,KMSym4,4,,,,,,,,,,KNO-Mat-sym-4,,,,,,,,
Core,Knowledge,Math,Symbolism,Number Symbols,"Identifies written number words one, two, three, . . . nine with their corresponding verbal words and numerals and use them to represent the cardinal value of a collection.",60,72,KMSym5,5,,,,,,,,,,KNO-Mat-sym-5,,,,,,,,
Core,Knowledge,Math,Symbolism,Relational Symbols,"Correctly identifies and uses the formal relational symbols = ,≠, > , < with single-digit numbers.",60,96,KMSym6,6,,,,,,,,,,KNO-Mat-sym-6,,,,,,,,
Core,Knowledge   ,Literacy,Phonological Processing,Auditory Discriminaton ,"Can differentiate between two words heard with no context provided: which one is ""cap"" when you see a cap and a lid. ",20,30,KLPho1,1,,,,,,,,,,KNO-Lit-phl-1,,,,,,,,
Core,Knowledge   ,Literacy,Phonological Processing ,Auditory Discriminaton ,Can differentiate two words that vary by a single initial  phoneme: map and cap ,24,36,KLPho2,2,,,,,,,,,,KNO-Lit-phl-2,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Auditory Discriminaton ,Can differentiate two words that vary by a single final phoneme: cap and can,24,36,KLPho3,3,,,,,,,,,,KNO-Lit-phn-1,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Auditory Discriminaton ,Can differentiate two words that vary by a single medial phoneme: pin and pan ,36,56,KLPho4,4,,,,,,,,,,KNO-Lit-phn-2,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,"Rhyming
Auditory Discrimination","Can differentiate select a target word when two words rhyme and the other does not:Which is fin when you see tub, cub, cut  ",30,48,KLPho5,5,,,,,,,,,,KNO-Lit-phn-3,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Rhyming ,Differentiates between sets of one-syllable rhyming and non-rhyming words,36,60,KLPho6,6,,,,,,,,,,KNO-Lit-phn-4,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Rhyming ,Differentiates between sets of  multi-syllable rhyming and non-rhyming words,36,60,KLPho7,7,,,,,,,,,,KNO-Lit-phn-5,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Rhyming ,Identifies words that rhyme when asked,36,48,KLPho8,8,,,,,,,,,,KNO-Lit-phn-6,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Rhyming ,Produces rhyming words,36,,KLPho9,9,,,,,,,,,,KNO-Lit-phn-7,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Rhyming , Sings along with rhyming songs and engages in other similar rihyming activities ,30,48,KLPho10,10,,,,,,,,,,KNO-Lit-phn-8,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,words to sentences ,Can string together words to make a complete sentence with subject and predicate.,24,36,KLPho11,11,,,,,,,,,,KNO-Lit-phn-9,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,words to sentences ,Will know if a sentence is missing needed words and will ask about those words,30,40,KLPho12,12,,,,,,,,,,KNO-Lit-phn-10,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,"Identifies and isolates initial consonant sounds in words: t, m, n, p, b, d, s, k, g",48,72,KLPho13,13,,,,,,,,,,KNO-Lit-phn-11,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,"Identifies and isolates initial consonant sounds in words: f, h, j, l, v,w, z ",48,72,KLPho14,14,,,,,,,,,,KNO-Lit-phn-12,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,"Identifies and isolates final consonant sounds in words: t, m, n, p, b, d, s, k, g",48,72,KLPho15,15,,,,,,,,,,KNO-Lit-phn-13,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,"Identifies and isolates final consonant sounds in words: f, h, j, l, v,w, z ",48,72,KLPho16,16,,,,,,,,,,KNO-Lit-phn-14,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,Identifies and isolates initial sounds in words ,48,72,KLPho17,17,,,,,,,,,,KNO-Lit-phn-15,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,Identifies and isolates final sounds in words ,48,72,KLPho18,18,,,,,,,,,,KNO-Lit-phn-16,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,Identifies and isolates medial sounds in words ,60,72,KLPho19,19,,,,,,,,,,KNO-Lit-phn-17,,,,,,,,
Core,Knowledge   ,Literacy,Phonemic Processing,Isolates sounds in words,Identifies and isolates medial consonant sounds in words ,60,72,KLPho20,20,,,,,,,,,,KNO-Lit-phn-18,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Understands that spoken words can also be written words,24,36,KLCon21,21,,,,,,,,,,KNO-Lit-con-1,,,,,,,,
Critical Thinking,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Recognizes that the pictures on a page are part of the story and help tell a story,16,30,KLCon22,22,,,,,,,,,,KNO-Lit-con-2,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Knows that we read words from left to right,24,36,KLCon23,23,,,,,,,,,,KNO-Lit-con-3,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Knows that we turn pages from right to left,24,36,KLCon24,24,,,,,,,,,,KNO-Lit-con-4,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Knows that there are spaces between words ,32,48,KLCon25,25,,,,,,,,,,KNO-Lit-con-5,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Knows the front and back of a book,24,36,KLCon26,26,,,,,,,,,,KNO-Lit-con-6,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Knows that books convey information or tell stories,24,48,KLCon27,27,,,,,,,,,,KNO-Lit-con-7,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagment with print,Recognizes print in the enviornment ,24,36,KLCon28,28,,,,,,,,,,KNO-Lit-con-8,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,Reaches for and/or taps pages of  books when adult reads aloud,6,12,KLCon29,29,,,,,,,,,,KNO-Lit-con-9,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,Babbles along as an adult reads a story,6,12,KLCon30,30,,,,,,,,,,KNO-Lit-con-10,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,Exprsses interest in a particular book ,8,24,KLCon31,31,,,,,,,,,,KNO-Lit-con-11,,,,,,,,
Creativity,Knowledge   ,Literacy,Concepts of Print,Engagement with books,"Adds their own words to the story, either calling out the words they know are on the page or making up other words ",10,24,KLCon32,32,,,,,,,,,,KNO-Lit-con-12,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,"Engages in pretend reading by looking at printed material, including books, while babbling, saying words, and turning pages",18,36,KLCon33,33,,,,,,,,,,KNO-Lit-con-13,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,Engages in pretend reading by looking at books and telling a story ,30,40,KLCon34,34,,,,,,,,,,KNO-Lit-con-14,,,,,,,,
Creativity,Knowledge   ,Literacy,Concepts of Print,Engagement with books,engages in pretend reading by telling a logical story that matches the pictures on the page and/or that reflects prior knowledge of the story ,24,46,KLCon35,35,,,,,,,,,,KNO-Lit-con-15,,,,,,,,
Core,Knowledge   ,Literacy,Concepts of Print,Engagement with books,"Uses Memorized text to ""read"" a story",36,46,KLCon36,36,,,,,,,,,,KNO-Lit-con-16,,,,,,,,
Critical Thinking,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,"Is engaging with a range of genre: fiction, nonfiction, poetry, traditional tales, matched to age, stage and skill level",24,72,KLLit37,37,,,,,,,,,,KNO-Lit-lit-1,,,,,,,,
Curiosity,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,Engages with a wide range of age-appropriate nonfiction  topics:,24,72,KLLit38,38,,,,,,,,,,KNO-Lit-lit-2,,,,,,,,
Curiosity,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,"Engages with a wide range of fiction: fairy tales, classic stories, realistic fiction, nursery rhymes",36,72,KLLit39,39,,,,,,,,,,KNO-Lit-lit-3,,,,,,,,
Curiosity,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,Will seek books on a wide variety of subjects and genres,24,72,KLLit40,40,,,,,,,,,,KNO-Lit-lit-4,,,,,,,,
Curiosity,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,Shows eargerness to engage with digital and physical books,24,72,KLLit41,41,,,,,,,,,,KNO-Lit-lit-5,,,,,,,,
Critical Thinking,Knowledge   ,Literacy,Literacy confidence ,Engagement with books,With encouragement and adult prompting makes meaningful connections between stories and connections between stories and life ,24,72,KLLit42,42,,,,,,,,,,KNO-Lit-lit-6,,,,,,,,
Curiosity,Knowledge   ,Literacy,Literacy confidence,Engagement with books,"Is willing to explore new interests in a variety of contexts: musuems, videos, and discussions ",24,72,KLLit43,43,,,,,,,,,,KNO-Lit-lit-7,,,,,,,,
Curiosity,Knowledge   ,Literacy,Visual Processing ,Visual discrimination,"Is willing to explore new interests in a variety of contexts: musuems, videos, and discussions ",24,40,KLVis44,44,,,,,,,,,,KNO-Lit-vpr-1,,,,,,,,
Core,Knowledge   ,Literacy,Visual Processing ,Visual discrimination,"Is able to differentiate letters that are easily confused: b/d, m/w, p/q etc. ",30,50,KLVis45,45,,,,,,,,,,KNO-Lit-vpr-2,,,,,,,,
Core,Knowledge   ,Literacy,Visual Processing ,Tracking,"Begins to control eye movements to track strings of words, strings of letters and formation of letters  ",36,48,KLVis46,46,,,,,,,,,,KNO-Lit-vpr-3,,,,,,,,
Core,Knowledge   ,Literacy,Visual Processing ,Visual discrimination,Begins to Identify differences between images or objects,24,48,KLVis47,47,,,,,,,,,,KNO-Lit-vpr-4,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Recognizes that some symbols are letters,24,32,KLLet47,47,,,,,,,,,,KNO-Lit-let-1,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 5 uppercase letters to letter names,24,32,KLLet48,48,,,,,,,,,,KNO-Lit-let-2,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 5 - 10 uppercase letters to letter names,24,34,KLLet49,49,,,,,,,,,,KNO-Lit-let-3,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 10 -15  uppercase letters to letter names,30,34,KLLet50,50,,,,,,,,,,KNO-Lit-let-4,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 15-26 uppercse letters to letter names,30,36,KLLet51,51,,,,,,,,,,KNO-Lit-let-5,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Knows names for some letters in the alphabet,24,34,KLLet52,52,,,,,,,,,,KNO-Lit-let-6,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Knows names for all the letters in the alphabet,30,34,KLLet53,53,,,,,,,,,,KNO-Lit-let-7,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,"When presented wtih two, three or more uppercase letters, can select a requested letter.  ",24,42,KLLet54,54,,,,,,,,,,KNO-Lit-let-8,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 5 lowercae letters to letter names,36,44,KLLet55,55,,,,,,,,,,KNO-Lit-let-9,,,,,,,,
Core,Knowledge   ,Literacy,Letters and Sounds ,Alphabet,Matches 10-15  lowercase letters to letter names,36,46,KLLet56,56,,,,,,,,,,KNO-Lit-let-10,,,,,,,,
